编号,体式,标准/不标准,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
455,lowcobra,nonstandard,161.45867,165.84141,-2.77877,165.39456,161.24026,-9.55455,166.28017,161.39693,-9.70245,167.03706,161.63157,-9.71359,165.29073,160.88451,7.74109,166.07573,160.83568,7.59322,166.75814,160.83678,7.55313,174.16263,164.90495,-30.44836,173.58985,164.19718,46.82883,163.94698,172.00867,-9.18257,163.52912,171.92586,12.016,192.46617,188.43079,-77.10792,191.86973,186.74958,106.67306,232.27308,218.35605,-92.07317,222.59721,216.82143,71.69984,197.55942,243.91594,-74.04591,199.48777,239.83134,-50.92076,186.50031,244.71673,-85.52427,189.47568,239.22201,-63.33404,184.3769,242.27265,-75.69893,187.20455,239.55448,-74.28421,188.43808,241.95199,-68.06331,190.48719,239.74063,-60.24679,258.52847,228.61503,-56.80001,258.73074,226.8237,56.80304,326.35904,233.09498,-39.7226,325.42569,232.38641,50.01691,390.41618,234.56904,10.09665,384.08182,234.69133,87.2639,393.70228,227.58982,13.93097,388.82675,226.99402,90.22906,415.6703,244.82691,-26.47495,410.83712,242.86552,53.17694
456,lowcobra,nonstandard,547.30275,136.79249,-162.89465,540.99956,124.43664,-152.61517,539.02724,124.28112,-152.93505,537.03089,124.00301,-152.89496,539.74632,125.62376,-179.54543,536.82103,126.27396,-179.90606,533.27308,126.79797,-180.07025,513.86132,127.62473,-89.72785,511.15766,130.35507,-211.14712,538.26495,151.04593,-134.51908,536.64873,152.34486,-171.38767,469.57111,179.43994,8.5428,452.67227,192.37289,-233.24025,443.85931,256.76305,26.73461,397.98868,281.95732,-266.66864,494.88258,313.93275,-37.95229,469.20354,353.59422,-295.38454,517.21398,316.33625,-43.80957,492.17327,362.60588,-344.41996,520.33929,318.98618,-79.44004,499.94953,356.1714,-317.63155,510.40367,319.66772,-53.6442,493.41109,351.30539,-288.40472,332.5431,286.26496,78.79484,323.91608,308.24688,-78.86909,202.08567,293.18362,204.67086,174.48753,311.94926,-2.23768,89.21719,277.34407,345.00768,51.88179,287.86435,76.37152,76.98723,261.66058,355.74521,42.46827,270.58304,83.64188,55.19866,308.64358,302.44975,10.80844,314.75932,5.13424
457,lowcobra,nonstandard,1142.58913,251.89239,-711.40156,1135.65304,223.60784,-682.12176,1139.75903,224.47947,-682.82727,1144.12537,225.2659,-682.76055,1112.20693,220.04679,-723.84481,1097.53906,219.66671,-724.823,1080.43734,221.07052,-725.40879,1112.64806,236.34421,-474.77958,1035.76866,242.96102,-660.12177,1142.68568,286.34438,-621.24935,1119.00803,291.26265,-678.5925,1065.34438,399.38176,-190.93426,909.09084,391.21051,-605.44708,918.83479,493.00069,72.38344,713.11966,485.31387,-640.24125,968.14055,613.01803,137.87367,776.39174,676.92259,-772.96004,1015.07531,628.45054,142.91078,788.50645,713.57589,-883.31186,1017.9103,633.34848,59.3073,824.23743,699.11083,-853.26145,994.6868,628.83129,108.32629,823.74098,687.7575,-768.6336,725.47163,562.53662,142.87522,646.40194,564.73692,-142.96793,472.07133,533.16933,609.1181,378.18506,552.75029,202.96063,297.85141,496.66281,1035.25454,205.52416,522.58565,575.6325,274.60444,467.59058,1072.00756,188.33663,491.95365,613.88097,233.44765,541.10681,963.72625,164.31999,572.5344,466.47994
458,lowcobra,nonstandard,384.78848,112.14179,-194.7078,388.61887,104.19633,-183.11344,391.97313,104.0257,-183.33592,395.13474,103.86923,-183.26842,378.37269,104.78647,-194.24203,374.99359,105.83523,-194.51569,371.92643,106.64648,-194.64561,400.31287,109.19176,-101.05412,369.68124,111.28417,-153.55216,391.87191,121.03961,-160.42799,377.78423,122.95676,-176.87439,385.58516,150.7286,-4.05129,369.3233,161.01007,-161.08974,402.23485,214.45004,0.46127,386.88538,233.4266,-217.80134,435.68696,255.18343,-24.92081,429.13897,295.07773,-280.85887,448.72845,259.45379,-23.05061,446.81803,299.93465,-326.11333,451.41432,261.83218,-52.37849,452.69374,295.89169,-302.00154,445.02674,262.01212,-36.23815,445.89686,294.21198,-275.93196,315.1173,247.84976,56.80564,310.19214,264.37429,-56.85806,219.4795,251.91249,134.09547,185.60117,290.90997,-94.5683,137.85049,229.29523,216.23526,71.89124,274.16875,-125.49133,123.37757,219.20261,224.31676,57.22878,261.17819,-127.36756,113.04793,258.84433,201.64603,44.62509,312.56344,-186.74024
459,lowcobra,nonstandard,458.63216,181.51877,-100.98684,451.46187,178.28087,-90.7097,450.65145,178.86357,-90.84962,449.82654,179.35252,-90.82727,451.02606,178.95859,-114.53307,449.85645,180.1082,-114.73215,448.59495,181.26826,-114.83005,443.1532,186.24953,-42.85339,442.77181,188.26887,-153.2019,460.17609,189.79548,-81.55514,459.16723,190.89247,-114.23752,436.36743,219.19739,35.6892,443.60244,230.70622,-207.44117,444.72429,268.23709,59.76586,452.37133,284.45829,-265.255,475.10445,300.85645,22.95965,490.39849,322.99759,-297.00583,487.28949,302.50159,25.84222,505.02348,326.07682,-336.61247,489.73905,303.60477,-3.20462,506.82451,323.38223,-317.1904,485.09235,304.32733,10.14311,500.22396,322.43969,-291.38645,398.50729,289.54479,73.27503,405.37534,301.5574,-73.31922,312.99783,300.79247,98.35844,311.35747,309.54062,-101.16629,228.88605,303.16907,136.01103,221.73779,309.63098,-96.07996,222.3368,294.77537,138.28802,215.30774,301.56661,-95.95195,190.02333,311.39648,99.63625,182.7766,321.65883,-153.83636
461,lowcobra,nonstandard,936.09654,80.78721,-97.69678,921.52404,67.19029,-80.78263,919.10291,68.03408,-81.08928,916.22723,69.15653,-81.15003,919.81488,68.65264,-122.68369,916.4036,70.83002,-123.13416,912.42576,73.20896,-123.31054,889.75728,89.31297,2.67756,890.8494,91.06725,-187.80137,934.95525,104.91166,-61.3708,932.87952,105.90991,-118.52043,848.33547,201.21041,103.33442,853.7764,210.29508,-233.41461,823.37897,352.6513,87.5669,824.19657,374.79129,-272.81339,902.4438,431.34433,-10.04831,940.44534,463.82064,-294.37256,903.68888,434.20166,-18.76853,979.27877,473.62319,-360.07571,923.25364,438.25766,-72.26027,984.93382,460.77201,-320.13525,918.87698,436.4934,-34.10542,974.67583,458.14079,-282.27606,724.95623,404.71065,89.93615,743.55705,412.29078,-90.09845,518.27763,436.62357,135.37407,488.4699,450.16712,-66.90114,354.78916,464.30954,234.11099,337.19831,464.22067,10.48776,345.7302,500.01025,242.71208,323.51648,479.73561,18.93639,328.86862,515.93101,196.44346,290.81755,494.01957,-42.81199
464,lowcobra,nonstandard,2812.32674,831.89555,-898.21888,2816.95371,752.77628,-842.90844,2807.3593,744.14288,-844.48303,2799.23569,738.09971,-844.35375,2814.50666,753.95204,-997.88468,2803.54166,747.05645,-999.44944,2793.85036,742.08449,-1000.34116,2715.9677,709.62896,-515.61251,2712.67612,712.299,-1217.70292,2739.38388,863.63342,-748.42126,2735.6211,863.1727,-960.48612,2400.66998,883.10445,3.59061,2378.01897,970.23955,-1366.08742,2175.7098,1293.81212,122.43842,2133.40519,1452.68377,-1606.49903,2418.75784,1578.88816,-205.05935,2484.97628,1793.31062,-1725.75032,2510.05606,1573.66451,-228.12823,2612.45605,1841.09175,-1978.23655,2533.81095,1583.03995,-405.19216,2640.19571,1799.99763,-1824.20485,2496.2623,1593.29743,-283.49475,2594.2752,1789.41608,-1681.48251,1844.93372,1449.85584,430.60194,1827.91219,1558.72252,-431.04556,1212.75834,1559.91302,1096.71109,1146.51188,1627.31437,-53.6247,663.02291,1600.43501,1795.88232,496.27151,1691.75677,273.47839,593.13453,1533.50262,1846.48739,419.22823,1625.92033,298.54498,405.4409,1701.92919,1517.15214,227.3834,1758.24603,-151.36691
466,lowcobra,nonstandard,944.48392,308.13401,36.2275,922.66018,297.38784,63.29635,920.36097,298.5214,62.94171,918.52685,299.82397,62.99088,923.44328,298.46459,16.67503,921.15855,300.1524,16.07601,918.89899,302.09815,15.8922,905.65174,315.97681,166.3723,906.19826,319.25771,-44.09524,941.92986,326.93097,78.6294,943.14928,327.93488,15.88823,849.14645,401.4188,288.17897,876.43714,417.84627,-160.99085,738.77351,507.01672,286.72298,744.61279,521.78473,-259.70957,834.30352,574.70784,192.12323,859.46461,600.80013,-370.49304,851.25988,568.26172,193.52336,897.05472,611.44481,-440.18336,857.98506,571.39919,147.19299,900.54998,603.5497,-381.23454,852.94208,577.04468,171.37999,886.8254,602.53864,-352.38671,661.72841,542.1045,152.39385,675.21018,562.70952,-152.80345,421.40704,560.41573,181.58097,419.46648,571.83592,-158.26751,213.29143,558.81207,257.92526,195.3796,567.22254,-170.77054,190.91955,536.21922,261.06287,175.58384,544.98481,-168.17998,108.21458,585.67114,159.37336,96.20258,591.30452,-291.19221
470,lowcobra,nonstandard,354.87251,233.33234,-55.8778,349.57804,225.09425,-46.90228,349.07467,225.14672,-47.10067,348.62047,225.23029,-47.05262,348.29761,225.19559,-69.26234,346.51335,225.51477,-69.50994,344.57317,226.09772,-69.62258,335.4906,230.22827,-3.58965,333.86365,231.10219,-106.73671,352.63608,242.41515,-37.34439,351.6905,242.74153,-68.43757,324.26156,279.02932,51.65381,329.29475,286.31594,-148.63244,351.55706,348.43952,46.59682,362.06743,356.07068,-203.1126,382.14907,397.24076,7.08161,394.07071,415.59013,-229.87599,394.49348,401.1761,10.04248,410.15391,419.87329,-270.38507,397.464,402.96865,-22.48976,412.54258,416.78854,-243.35696,391.76162,402.96492,-6.51812,405.13898,415.07265,-222.49496,280.87031,379.26626,59.77141,284.37357,390.96825,-59.85113,171.36631,393.48679,108.99442,169.01895,404.97719,-58.07978,86.56987,397.41781,171.36247,72.15707,409.37371,-42.29978,79.46023,386.90943,176.73409,64.8884,398.49038,-40.14063,42.83118,412.78655,139.23862,27.18266,422.25384,-90.82566
471,lowcobra,nonstandard,364.06451,101.01497,-330.34135,364.32055,89.87062,-322.50498,366.70933,89.32493,-322.73626,368.9043,89.11003,-322.72496,356.02015,91.73028,-335.09912,351.13495,92.90508,-335.36682,345.21687,94.1719,-335.51986,362.48242,90.39242,-253.98193,329.56312,97.22785,-309.70061,365.90226,112.34089,-300.00807,355.01927,115.14404,-317.24685,351.34912,128.80852,-168.0951,277.07585,144.56948,-260.11056,325.38823,164.23158,-74.52326,204.62295,170.63984,-253.44186,332.03393,206.86807,-32.8336,244.90465,225.31991,-265.05132,348.4415,212.58435,-32.14424,250.58307,241.24071,-293.912,348.60509,214.75808,-55.85725,262.68302,235.25941,-289.4157,338.16833,213.01407,-40.36419,261.99494,230.10032,-265.08345,258.09219,185.5496,31.87848,225.98761,186.76419,-31.96891,179.20366,152.84453,196.05577,153.26161,163.80627,85.34449,108.48986,130.06359,334.50437,78.98673,136.3761,211.97692,101.56766,120.12327,347.82815,70.05844,126.96747,225.61395,77.10846,127.23792,310.72389,54.70133,145.33401,177.16879
473,lowcobra,nonstandard,775.73853,562.8971,54.02581,755.12714,556.01735,85.08045,752.4375,557.62347,84.71135,749.81136,559.4803,84.81199,754.85139,556.74519,31.53559,751.86481,558.85002,30.83177,748.69738,561.31206,30.57858,733.42314,580.63209,191.03383,732.96881,583.4138,-50.23777,776.98488,581.55451,97.66416,776.0262,582.24317,26.18243,698.68069,661.87792,359.78763,701.35775,673.84422,-214.38737,566.83211,704.90181,461.52,552.48041,690.58359,-223.41611,626.35603,791.38279,446.69032,616.47377,803.85178,-201.24302,651.75495,791.1478,473.26093,652.50826,811.2061,-245.1256,657.39622,791.36252,420.05315,657.59044,803.08586,-196.2957,650.25506,793.34371,425.19989,647.7252,802.14031,-181.51262,500.071,763.51613,197.10048,506.42519,777.04288,-197.50003,302.92521,776.10299,216.27891,298.54217,781.87376,-180.81596,122.87574,775.27113,299.15361,111.28607,781.53856,-125.68443,105.96714,742.40722,302.17621,92.84663,753.14365,-115.54006,27.3098,798.40414,221.61267,22.66803,800.18967,-208.48756
474,lowcobra,nonstandard,336.15314,107.63202,-266.00562,370.28846,105.55502,-292.89885,375.86245,111.03576,-293.63796,381.4442,117.15024,-293.59522,365.76571,100.77149,-212.06664,367.56134,102.05895,-212.81711,369.30286,103.29496,-213.19407,402.46479,155.96644,-383.37695,386.63472,138.55054,-16.76822,330.08348,141.90638,-293.72161,325.85148,135.32299,-193.09473,368.11972,323.54631,-555.9005,414.59831,306.86309,239.40681,264.71092,544.93226,-668.25533,339.94852,521.94764,216.92895,173.51722,746.35134,-722.53963,234.55204,683.30778,-1.14128,107.83135,754.76615,-828.97908,200.43571,673.91095,-10.74228,108.45419,740.2422,-777.60565,191.21072,679.52946,-98.38738,137.05332,741.37334,-702.98499,205.99022,689.38308,-46.41573,541.99413,654.34687,-245.56791,552.94808,614.83167,245.42602,922.35611,713.91707,-223.50158,915.8403,679.62032,375.34763,1278.85941,718.23704,-175.07802,1206.4133,672.65979,541.4442,1303.50709,675.57716,-174.77974,1243.48251,637.99812,558.70807,1394.6859,757.88584,-431.77891,1305.83473,707.04863,346.33001
475,lowcobra,nonstandard,100.13797,105.34694,-89.55637,104.81246,97.97159,-98.99981,106.10284,98.32758,-99.1952,107.59142,99.07261,-99.15113,104.78115,97.33684,-79.8678,105.96171,97.27869,-80.10013,107.47642,97.29548,-80.18162,121.76228,104.62074,-125.58131,120.21921,102.53523,-39.06727,104.50784,113.87057,-97.15728,103.62733,113.22357,-73.51416,137.14084,155.64919,-169.92536,136.37955,141.38624,23.27347,99.86731,213.14768,-209.38154,103.13603,192.43254,5.95159,58.12006,258.49163,-221.23571,64.06581,227.32967,-57.60231,40.41035,263.9838,-251.47528,50.77778,229.72095,-62.2787,37.93349,259.57767,-234.62859,48.97105,231.05711,-84.94007,45.73267,257.19812,-215.48909,55.40449,232.53607,-69.69008,207.28087,227.45342,-59.27457,205.32774,216.02526,59.20821,310.04952,225.1687,-38.35198,299.80702,212.49681,99.11307,398.52286,222.32426,-32.32643,369.29217,202.39952,153.05884,403.98209,208.42552,-33.05684,378.10797,193.0512,159.88215,437.31508,231.81032,-86.77656,406.2875,217.10081,124.06822
476,lowcobra,nonstandard,505.55569,177.28676,-63.6968,525.5883,167.93782,-81.34316,528.81763,170.22968,-81.81325,531.8766,172.87442,-81.70788,524.7007,165.86746,-30.86892,527.35985,167.39319,-31.41268,529.72969,168.48074,-31.61914,553.04695,196.62753,-150.13548,545.71705,189.39436,79.0959,504.65401,201.85078,-85.68913,502.03884,200.02012,-23.25724,548.68843,317.60052,-284.2193,540.22209,308.70859,216.27863,449.42276,458.04997,-369.75342,464.07066,446.7662,177.96698,352.39128,575.18556,-397.84016,371.96884,554.60225,47.96819,309.94043,581.31383,-461.69037,341.68587,555.75551,44.02418,302.40686,576.70318,-420.62748,335.15961,557.59435,-9.61807,321.8605,577.32017,-381.58936,346.36986,560.8875,19.13898,649.04053,533.84272,-145.8737,643.68568,515.24785,145.75836,903.32115,542.9615,-131.38243,886.26335,532.57298,207.88542,1142.45338,551.13215,-90.03047,1092.17117,534.35723,331.71715,1164.70253,532.51415,-87.53429,1123.03329,513.44832,345.92476,1235.94284,595.33874,-218.83034,1167.07596,566.0406,239.80007
478,lowcobra,nonstandard,282.81014,234.72352,-31.95623,278.06332,228.78277,-22.79078,277.04928,228.82564,-22.9409,275.88601,228.9526,-22.89428,277.80368,228.87411,-42.22887,276.66306,229.11427,-42.39949,275.32148,229.50442,-42.49087,267.07928,232.09171,17.25967,266.70713,232.89688,-72.17851,279.60153,241.52064,-15.70985,279.33319,241.78469,-42.5438,249.71435,264.1016,66.92486,253.3134,270.91117,-118.93879,267.69314,305.83341,56.48894,279.3005,316.09051,-178.02532,296.72809,341.14943,10.80673,306.26926,352.5758,-207.70311,306.0359,343.27734,13.22735,316.90125,355.55606,-243.52512,308.25417,346.47334,-12.85624,318.16225,354.59664,-217.7228,303.75996,347.04623,-0.61193,313.92012,354.38933,-200.4921,204.62086,326.74308,53.99345,205.89259,336.43403,-54.0024,132.65388,336.74555,88.5668,129.52007,347.74711,-66.30707,68.38428,339.41991,125.39769,57.98823,351.11616,-65.43536,61.81306,331.23543,127.71318,53.2505,338.64539,-65.34829,32.87282,352.47543,92.3628,22.36084,358.22201,-109.42931
480,lowcobra,nonstandard,97.68119,187.53558,-130.21994,101.99383,179.63806,-140.29112,103.84418,179.60621,-140.49672,105.7468,179.57709,-140.46057,100.74056,179.13539,-120.08662,101.23674,178.77953,-120.27733,101.71006,178.27865,-120.36262,117.42517,182.98685,-165.97459,111.85016,181.72466,-74.38801,102.88236,195.3812,-136.86141,100.49597,195.19965,-111.68179,122.36152,236.01959,-204.20384,122.68243,230.48233,-2.71088,105.31746,295.96317,-233.76837,103.4463,290.8891,-9.19451,64.05785,343.43792,-243.86376,64.90384,332.34666,-78.1757,49.36902,350.59262,-276.11813,51.65567,337.63738,-87.25152,45.9006,347.56911,-261.70752,48.68989,337.35495,-112.07023,50.97434,345.92916,-238.87731,54.31452,336.8367,-91.34257,162.87919,323.06642,-62.77189,160.87826,314.12719,62.74196,240.37528,329.71167,36.05632,234.73903,319.49491,163.30584,303.05454,322.16028,141.83368,290.63673,317.23196,287.01053,311.04269,316.09445,151.25917,297.60915,309.57285,300.64297,326.50394,340.55948,114.44953,305.23522,334.42266,277.32667
482,lowcobra,nonstandard,482.54553,116.07876,-85.58573,473.54575,106.96478,-74.5888,472.04155,107.13828,-74.8495,470.48144,107.24852,-74.78359,472.5254,107.50891,-99.26647,470.39784,108.18829,-99.58767,467.86144,109.19451,-99.73856,454.23564,114.33508,-21.51432,452.92035,116.8254,-133.955,477.83911,128.48848,-62.83585,476.42786,129.77588,-96.97312,427.50116,166.53931,57.21133,423.20918,182.68989,-173.93315,407.72036,242.48258,64.66032,399.16255,272.44044,-227.68615,453.09465,281.56967,12.10101,467.58026,310.93921,-277.91897,468.64741,280.08262,12.92898,489.14813,316.92556,-327.76389,472.62691,282.03088,-23.49613,493.28059,312.43051,-296.11362,466.70035,282.88319,-3.1856,486.50891,310.88349,-270.08481,334.77269,261.97523,73.80702,336.30308,281.24198,-73.8447,209.86743,269.98695,116.7031,199.7515,287.41748,-67.048,98.20368,272.15973,178.03529,79.38633,284.11992,-69.33158,84.0671,259.10846,181.64553,67.85974,269.82356,-69.76833,55.09974,297.17133,123.47354,33.20938,307.37094,-146.43372
483,lowcobra,nonstandard,203.04272,204.5158,-39.96122,197.73036,197.09411,-60.8045,196.97118,197.78837,-60.94413,196.40523,198.63447,-60.88215,201.15219,194.51172,-55.36403,203.05996,193.48483,-55.5534,204.8416,192.4423,-55.64872,201.08882,204.50057,-124.71209,217.22399,193.26136,-98.57354,210.50023,212.37182,-54.82649,213.92539,210.3928,-48.52811,262.39577,263.77317,-134.66413,279.51437,237.5976,-80.61858,328.62225,321.11047,-123.47949,341.80805,287.96229,-21.5325,299.51075,368.41846,-116.86551,300.50141,337.30413,6.7067,276.5291,382.37275,-138.09562,288.11935,342.52423,-8.36963,270.91369,375.67328,-132.95512,281.51625,352.04385,-26.34061,280.29317,370.70675,-114.82805,285.33679,351.64993,-1.60524,334.04344,349.85853,-14.47512,355.90354,321.36746,14.42735,363.09028,354.49472,235.5746,397.61251,289.31264,231.69206,378.5187,379.84289,464.43662,410.3052,351.9256,468.51033,389.1536,382.12512,487.01385,416.15662,368.56797,493.67702,349.49601,386.52164,493.42227,396.73471,346.03693,509.24689
484,lowcobra,nonstandard,751.66393,1564.38615,-515.92939,790.13086,1500.38265,-602.84377,803.73194,1499.75289,-604.38312,817.69042,1499.82011,-604.16057,785.61454,1497.65507,-406.02861,798.11528,1495.91647,-408.108,813.00327,1494.19218,-409.07076,934.8544,1508.07592,-815.31028,930.11447,1502.62308,62.58814,811.28166,1639.03122,-572.5946,810.51948,1639.9847,-332.40885,1290.42818,1863.00387,-1063.95362,1310.5997,1742.66621,663.26341,1879.05969,2087.97612,-705.45229,1824.02402,2008.3604,358.37742,1505.45811,2441.57169,87.30832,1489.17643,2330.12281,-757.17599,1370.50589,2447.75545,106.43619,1367.00968,2346.83209,-871.82508,1341.88552,2411.28947,171.63791,1340.43496,2352.2038,-964.15438,1381.23533,2410.01751,159.31073,1379.35921,2353.83685,-839.94097,2103.56905,2335.50249,-593.92751,2098.20038,2230.59573,593.81731,3059.09548,2358.37841,-378.46631,3028.64276,2280.13914,631.2843,4009.37914,2376.56763,-364.77312,3905.95794,2317.46308,870.27877,4067.0608,2294.1862,-369.84773,3981.93354,2243.24748,893.86658,4353.05573,2498.16947,-803.61629,4236.23526,2454.67538,587.38362
487,lowcobra,nonstandard,111.44762,95.13614,-126.62086,120.47903,85.2693,-141.32077,122.86625,86.32249,-141.63219,124.71936,87.22363,-141.57828,120.39474,84.09633,-114.27401,123.02086,84.67558,-114.64543,125.59149,85.10159,-114.80684,142.67063,93.89256,-179.1151,143.25492,92.55046,-56.51044,118.03424,108.50627,-136.07509,118.01236,108.77057,-102.88202,178.36705,162.23149,-223.68445,178.01243,144.46579,47.86098,226.31073,249.07165,-262.86801,211.88263,222.35175,48.55031,162.70534,303.56673,-282.56359,164.65561,271.15292,-52.58887,138.75164,305.34983,-314.63062,141.97003,270.96456,-60.20935,133.29426,298.84723,-291.53442,138.12857,272.59327,-86.13017,143.737,296.47033,-272.26123,147.98447,273.44821,-67.17544,280.4327,276.00353,-87.75434,272.88149,254.68712,87.70477,407.47278,287.32062,-38.74922,391.02948,262.69528,190.43808,539.38453,284.72666,-5.01074,495.80232,258.79934,296.3132,545.30446,265.82231,-3.96722,511.11002,248.0492,307.28223,592.47359,303.26276,-75.72705,531.65984,282.46017,266.85456
488,lowcobra,nonstandard,956.22037,214.5048,5.72644,938.49937,202.83377,34.54006,936.53371,203.60126,34.13371,934.57937,204.40916,34.22878,936.78359,203.46392,-13.11836,933.29828,205.06919,-13.81406,929.26771,207.02459,-14.07068,914.52325,222.46656,143.41209,909.2338,225.44061,-68.87156,957.53432,237.13081,50.66697,955.84172,238.73696,-13.06864,846.0654,319.47591,285.6451,871.14941,335.98483,-196.27699,700.17936,404.87486,246.7006,718.22558,419.11624,-236.79446,800.3304,498.01872,66.77795,809.48167,522.4701,-267.71511,827.56185,502.02723,59.69558,847.02632,534.89173,-329.43525,831.29849,504.88473,4.0805,854.84028,528.18242,-272.86009,824.069,505.83202,40.55619,842.31056,526.3557,-248.59718,636.39498,460.81862,163.03612,645.15324,482.33155,-163.45829,390.74552,483.27184,206.3782,389.25938,494.0382,-152.57131,177.09317,477.66453,307.35462,165.68127,477.59643,-86.83337,149.08724,451.64067,310.4122,140.48668,452.82206,-76.48967,90.54377,515.42756,197.3259,77.95034,520.76276,-187.08825
490,lowcobra,nonstandard,674.54254,382.2323,-779.0991,678.50208,362.12857,-764.15615,682.5102,362.51722,-764.74535,686.63292,362.73113,-764.67515,662.35623,361.77297,-786.01155,655.31942,360.95519,-786.48027,647.09021,360.41661,-786.77696,679.10453,364.91674,-611.2547,627.34312,360.73116,-705.0746,675.84841,399.22118,-710.83142,656.56485,397.21295,-740.6747,689.83619,446.89747,-449.44858,553.40517,447.49852,-631.17492,722.1302,552.59687,-573.27968,548.79115,602.49234,-710.00077,743.13775,599.7415,-893.25424,676.29295,625.224,-787.22312,761.96686,611.14088,-965.29503,690.58889,641.76089,-878.87841,753.22589,610.06741,-999.01331,713.70437,621.65285,-861.41105,741.02486,608.20586,-913.69599,701.604,620.07953,-789.05443,499.25731,542.25539,75.1942,437.46533,534.48563,-75.30423,387.12606,515.41319,533.81511,288.97509,521.07674,244.3893,314.89673,498.21131,966.27647,198.99476,503.26064,569.10237,299.4237,486.30678,1005.48037,194.10867,491.18669,600.25478,275.10312,510.70594,926.19402,166.23707,515.51421,487.02679
493,lowcobra,nonstandard,383.99023,315.50013,-460.55424,409.09874,301.12369,-470.60479,414.92955,303.3949,-471.42971,421.56628,305.84644,-471.32497,404.60819,299.87075,-417.62115,406.79437,300.98772,-418.25397,409.07568,302.03693,-418.48147,460.2216,328.84393,-480.46848,445.28729,323.97763,-241.02044,390.26874,351.8322,-459.65244,385.98262,348.40335,-395.25077,564.09837,471.00662,-572.42167,466.88671,473.05936,12.1564,733.05242,601.30009,-684.76805,554.14832,589.79995,46.23047,634.74575,744.87791,-862.01593,484.29836,694.61115,-209.76575,604.72508,769.24765,-965.77209,436.35714,699.67187,-251.15819,584.42934,759.96037,-937.68838,434.53172,703.2301,-320.17623,587.48634,751.97863,-852.96884,456.52011,703.3017,-248.80517,801.79158,666.23082,-192.2839,728.74162,671.91891,192.33857,1064.47855,648.62306,187.99869,974.81167,637.83186,496.80953,1252.16836,654.0329,558.47847,1158.56409,633.01973,920.10847,1258.57365,641.1383,589.04412,1165.03483,606.12935,961.04264,1319.46802,691.6207,410.89547,1199.68656,668.77667,839.59776
496,lowcobra,nonstandard,140.02794,193.85755,-11.07145,143.37585,184.97942,-21.67696,145.24808,184.53073,-21.81598,147.29314,184.25826,-21.81518,142.54846,184.62118,3.13835,143.84935,183.83288,3.00242,145.49599,182.99296,2.99984,163.01356,185.68738,-61.89973,161.34153,184.1133,51.28857,146.54833,201.88516,-23.29794,145.62172,202.5541,7.75325,206.71948,220.5816,-127.97685,209.66392,207.74921,130.87601,280.9265,223.54191,-193.16532,282.7344,217.1888,216.96284,253.85043,293.49197,-216.13023,246.79027,275.32386,248.69706,236.83879,293.83965,-240.63979,233.12525,275.52744,261.01971,233.1626,291.33765,-222.05114,229.12218,279.55314,240.29636,238.74658,291.3573,-207.56076,233.92231,280.89483,239.50432,328.03968,259.21054,-79.8541,328.14565,250.41756,79.8528,426.54195,259.25241,-33.45821,423.73686,261.46879,124.45522,492.6365,268.48843,81.0144,480.18855,268.88724,220.42499,506.76817,262.25997,91.44844,508.591,279.15409,229.29204,492.2525,297.54873,38.92911,501.46794,299.15341,186.29863
497,lowcobra,nonstandard,338.48467,38.29831,-18.80909,332.37875,32.04088,-12.34521,331.92724,32.25693,-12.48497,331.5122,32.40923,-12.49161,330.50016,32.6917,-29.98505,328.68365,33.46577,-30.18573,326.56518,34.37133,-30.26959,320.3554,39.66222,22.3622,316.90537,42.01551,-58.01903,338.15003,47.2882,-3.38659,336.35635,48.01932,-27.59535,303.19834,75.23042,71.40963,314.82233,75.30438,-89.15437,296.21253,141.32069,65.39029,314.51168,147.15771,-101.22212,303.14466,190.60864,24.01898,305.39645,198.52664,-89.00154,313.53388,190.46943,25.66687,320.26177,198.28866,-113.20205,316.25355,192.13452,0.39215,320.59954,197.00333,-98.06026,310.87337,193.28665,13.20445,314.60108,197.18822,-84.3636,236.52129,160.03021,48.69931,243.60842,170.3697,-48.79405,147.0369,181.97269,56.57783,133.74162,190.47545,-45.07834,60.70439,203.594,82.76092,57.67543,202.94584,-30.24651,48.04918,202.83625,84.19381,47.82594,199.65108,-29.04644,38.24935,212.99804,53.30203,29.92143,212.15382,-65.61908
